id,host_is_superhost,host_response_time,host_response_rate,host_acceptance_rate,host_total_listings_count,host_has_profile_pic,property_type,room_type,accommodates,minimum_nights,maximum_nights,instant_bookable,availability_365,price,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,neighbourhood_cleansed,survived,bathrooms,host_tenure_days,has_wifi,has_kitchen,has_air_conditioning,has_free_parking,has_heating,has_bed_linens,has_tv
49195573,1.0,within an hour,1.0,0.97,3.0,1.0,Entire rental unit,Entire home/apt,2,7,1125,0,151,196.0,28,1.35,5.0,5.0,5.0,4.93,5.0,4.93,4.86,78722,1,1.0,3097.0,1,1,1,0,1,1,1
49198346,1.0,within an hour,1.0,1.0,5.0,1.0,Entire home,Entire home/apt,2,2,1125,0,21,127.0,79,3.53,5.0,5.0,5.0,4.99,4.97,4.94,4.95,78702,0,1.5,3883.0,1,1,1,1,1,0,1
49198772,1.0,within an hour,0.86,0.91,1.0,1.0,Entire condo,Entire home/apt,2,2,21,1,134,169.0,19,0.85,4.89,5.0,4.63,4.95,4.89,5.0,4.95,78704,1,1.0,1718.0,1,1,1,1,1,1,1
49208436,1.0,within a day,1.0,0.93,1.0,1.0,Private room in townhouse,Private room,2,1,8,0,46,85.0,33,1.87,4.82,4.91,4.94,4.97,4.94,4.94,4.88,78723,0,1.0,2478.0,1,0,1,1,1,0,0
49208465,0.0,,,1.0,2.0,1.0,Entire condo,Entire home/apt,4,60,250,0,215,79.0,3,0.16,5.0,5.0,4.67,5.0,5.0,5.0,5.0,78704,0,1.0,4467.0,1,1,1,1,1,1,1
49211498,0.0,within an hour,1.0,1.0,4.0,1.0,Boat,Entire home/apt,6,1,1125,0,356,400.0,76,3.27,4.84,4.86,4.86,4.88,4.91,4.92,4.7,78734,0,1.0,1885.0,1,1,1,1,1,1,1
49211762,0.0,within a day,0.8,0.29,1.0,1.0,Entire condo,Entire home/apt,1,1,30,0,267,110.0,14,0.69,4.93,4.93,4.86,5.0,4.93,4.86,4.79,78752,0,1.0,746.0,1,1,1,1,1,0,1
49214415,0.0,within an hour,0.98,0.96,128.0,1.0,Entire rental unit,Entire home/apt,6,1,365,0,363,84.0,58,2.59,4.91,4.84,4.98,4.93,4.91,4.81,4.88,78704,0,2.0,1503.0,1,1,1,1,1,1,1
49214678,1.0,within a few hours,1.0,0.7,2.0,1.0,Entire home,Entire home/apt,7,2,30,0,165,257.0,15,0.71,4.87,5.0,4.93,5.0,5.0,4.87,4.87,78734,0,2.0,1901.0,1,1,1,1,1,1,1
49224199,1.0,within an hour,1.0,0.99,29.0,1.0,Entire rental unit,Entire home/apt,2,2,1125,0,40,293.0,30,1.29,4.97,4.97,4.97,5.0,4.8,4.83,4.6,78704,1,1.0,927.0,1,0,1,0,1,1,1
49226854,1.0,within an hour,1.0,1.0,5.0,1.0,Entire guesthouse,Entire home/apt,2,1,1125,0,363,115.0,2,0.11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78721,1,1.0,3333.0,1,0,1,0,1,1,1
49227740,0.0,,,,44.0,1.0,Entire rental unit,Entire home/apt,2,1,90,0,71,83.0,25,1.14,4.84,5.0,4.68,4.92,4.88,4.4,4.76,78752,1,1.0,3132.0,1,0,1,1,1,0,1
49228142,0.0,,,,44.0,1.0,Entire rental unit,Entire home/apt,2,1,90,0,154,88.0,31,1.37,4.68,4.65,4.81,4.84,4.84,4.68,4.61,78752,1,1.0,3132.0,1,0,1,1,1,0,1
49228756,1.0,within a day,0.9,0.6,4.0,1.0,Private room in home,Private room,2,1,1125,0,87,150.0,1,0.05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78704,1,1.0,4120.0,1,1,1,1,1,0,1
49244095,0.0,within an hour,0.98,0.96,128.0,1.0,Entire rental unit,Entire home/apt,6,1,365,0,362,91.0,46,2.25,4.85,4.87,4.76,4.8,4.93,4.8,4.78,78704,0,2.0,1503.0,1,1,1,1,1,1,1
49244096,0.0,within an hour,0.98,0.96,128.0,1.0,Entire rental unit,Entire home/apt,6,1,365,0,362,91.0,37,1.61,4.59,4.68,4.65,4.81,4.68,4.73,4.54,78704,0,2.0,1503.0,1,1,1,1,1,1,1
49245890,0.0,within an hour,1.0,1.0,1.0,1.0,Houseboat,Entire home/apt,10,2,1125,0,176,693.0,39,1.8,4.72,4.67,4.59,4.79,4.87,4.74,4.64,78734,0,2.0,2914.0,1,1,1,1,1,1,1
49246333,0.0,within an hour,0.91,1.0,392.0,1.0,Entire rental unit,Entire home/apt,2,2,1125,1,364,200.0,1,0.05,3.0,3.0,4.0,3.0,3.0,3.0,3.0,78701,0,1.0,2278.0,1,0,1,1,1,1,1
49249637,1.0,within a day,1.0,0.8,4.0,1.0,Entire home,Entire home/apt,6,4,1125,0,57,245.0,28,1.49,5.0,4.96,5.0,4.96,4.96,4.96,4.89,78703,1,2.5,3630.0,1,1,1,0,1,1,1
49249948,1.0,within an hour,1.0,0.99,3.0,1.0,Private room in home,Private room,2,1,160,1,363,102.0,39,1.68,4.95,4.97,5.0,5.0,4.92,4.95,4.9,78737,1,1.0,3677.0,1,1,1,0,1,1,0
49250279,0.0,within a few hours,0.87,0.99,4530.0,1.0,Entire rental unit,Entire home/apt,2,30,1125,1,0,146.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78723,0,1.0,1409.0,1,1,1,0,1,1,1
49250371,0.0,within a few hours,0.87,0.99,4530.0,1.0,Entire rental unit,Entire home/apt,4,30,1125,1,0,184.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78727,0,2.0,1409.0,1,1,1,0,1,1,1
49256823,0.0,within an hour,1.0,0.99,13.0,1.0,Entire home,Entire home/apt,6,1,1125,0,27,141.0,99,4.3,4.54,4.67,4.72,4.69,4.6,4.03,4.55,78723,0,1.0,1370.0,1,1,1,1,1,1,1
49258340,0.0,,,,1.0,1.0,Entire condo,Entire home/apt,2,30,200,0,0,115.0,1,0.13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78702,0,1.0,2934.0,1,1,1,1,1,0,1
49259026,0.0,,,,1.0,1.0,Entire condo,Entire home/apt,5,30,1125,0,0,109.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78750,0,2.5,713.0,1,1,1,1,1,0,1
49259213,0.0,within an hour,0.98,0.88,79.0,1.0,Entire rental unit,Entire home/apt,2,30,365,0,87,89.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78703,1,1.0,2389.0,1,1,1,1,1,1,1
49259887,0.0,,,,1.0,1.0,Entire home,Entire home/apt,2,3,1125,0,0,100.0,3,0.14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78736,1,1.0,3025.0,1,1,1,1,1,1,1
49261791,1.0,within an hour,1.0,0.99,7.0,1.0,Entire condo,Entire home/apt,6,2,1125,0,345,120.0,125,5.47,4.93,4.94,4.94,4.98,4.98,4.74,4.83,78741,0,1.5,1958.0,1,1,1,0,1,1,1
49267168,1.0,within an hour,1.0,1.0,3.0,1.0,Entire home,Entire home/apt,6,2,15,0,20,421.0,26,1.37,5.0,5.0,5.0,5.0,5.0,5.0,4.88,78723,1,2.5,3224.0,1,1,1,1,1,1,1
49274525,1.0,within an hour,1.0,0.98,8.0,1.0,Entire home,Entire home/apt,11,1,365,0,342,241.0,23,1.12,4.78,4.91,4.74,4.7,4.83,4.87,4.74,78722,1,2.5,4182.0,1,1,1,1,1,0,1
49276150,1.0,within a few hours,1.0,0.98,1.0,1.0,Entire home,Entire home/apt,6,3,1125,0,203,364.0,56,2.51,4.95,4.98,4.91,4.98,4.96,4.68,4.8,78702,0,2.0,2305.0,1,1,1,1,1,1,1
49276368,1.0,within an hour,1.0,1.0,1.0,1.0,Entire condo,Entire home/apt,2,28,365,0,270,200.0,12,0.58,5.0,5.0,5.0,5.0,5.0,5.0,4.92,78701,1,1.0,2365.0,1,1,1,1,1,1,1
49277714,1.0,within an hour,0.91,0.98,1.0,1.0,Entire guesthouse,Entire home/apt,2,3,14,1,327,122.0,28,2.22,4.89,4.89,4.93,5.0,5.0,4.96,4.86,78737,1,1.0,3181.0,1,1,0,0,0,1,1
49278742,0.0,within a few hours,0.87,0.99,4530.0,1.0,Entire rental unit,Entire home/apt,2,30,1125,1,0,135.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78723,0,1.0,1409.0,1,1,1,0,1,1,1
49286208,0.0,,,,4.0,1.0,Private room in rental unit,Private room,2,2,14,0,0,63.0,11,0.51,4.73,4.64,4.73,4.82,4.82,4.73,4.64,78704,1,1.0,4073.0,1,1,1,1,1,1,0
49286739,1.0,within an hour,1.0,0.97,26.0,1.0,Entire rental unit,Entire home/apt,6,2,1125,0,310,163.0,77,3.32,4.73,4.77,4.79,4.88,4.87,4.57,4.68,78744,1,1.0,3504.0,1,1,1,1,1,1,1
49287302,1.0,within an hour,1.0,0.97,2.0,1.0,Entire guest suite,Entire home/apt,2,2,1125,1,76,125.0,39,2.24,4.9,5.0,4.97,4.92,4.9,4.87,4.85,78744,0,1.0,1187.0,1,0,1,1,1,1,0
49289174,1.0,within an hour,1.0,0.92,1.0,1.0,Entire guest suite,Entire home/apt,3,2,31,0,78,111.0,27,1.35,5.0,5.0,5.0,4.89,5.0,4.85,4.93,78745,1,1.0,2828.0,1,1,0,1,1,1,1
49293899,0.0,within a few hours,1.0,1.0,2.0,1.0,Entire condo,Entire home/apt,3,35,180,0,73,77.0,2,0.1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78702,0,1.0,2712.0,1,1,1,1,1,1,1
49294082,1.0,within an hour,1.0,0.95,2.0,1.0,Entire guest suite,Entire home/apt,4,1,14,0,73,235.0,57,2.58,4.95,4.98,4.89,4.93,4.98,5.0,4.93,78722,1,1.0,4030.0,1,1,1,0,1,1,1
49297488,0.0,within a few hours,0.87,0.99,4530.0,1.0,Entire rental unit,Entire home/apt,2,30,1125,1,327,96.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78723,0,1.0,1409.0,1,1,1,0,1,1,1
49327369,1.0,within an hour,1.0,1.0,31.0,1.0,Entire home,Entire home/apt,8,2,14,1,122,570.0,59,2.72,4.98,4.98,4.98,4.85,4.93,5.0,4.73,78704,0,3.0,3179.0,1,1,1,1,1,1,1
49343948,0.0,within an hour,1.0,0.99,294.0,1.0,Entire rental unit,Entire home/apt,6,2,280,0,247,458.0,80,3.57,4.74,4.79,4.88,4.68,4.81,4.93,4.7,78701,1,2.0,2427.0,1,1,1,0,1,1,1
49344973,0.0,within an hour,1.0,0.79,1.0,1.0,Entire condo,Entire home/apt,4,3,30,0,63,200.0,21,0.97,4.86,4.71,4.9,5.0,4.95,4.81,4.71,78759,1,2.0,2865.0,1,1,1,0,1,1,1
49350456,0.0,within an hour,1.0,0.5,1.0,1.0,Entire home,Entire home/apt,8,2,365,1,251,181.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78744,0,2.5,2360.0,1,1,1,1,1,1,1
49352082,0.0,within an hour,0.98,0.96,15.0,1.0,Entire rental unit,Entire home/apt,4,1,100,1,321,109.0,62,2.69,4.74,4.89,4.76,4.77,4.81,4.82,4.74,78741,0,1.0,2297.0,1,1,1,1,1,1,1
49359891,0.0,within an hour,1.0,0.5,2.0,1.0,Entire home,Entire home/apt,5,4,1125,0,91,283.0,7,0.34,5.0,5.0,4.86,5.0,5.0,4.71,4.86,78731,1,2.0,4788.0,1,1,1,1,1,0,1
49361867,0.0,within a day,1.0,0.25,2.0,1.0,Entire townhouse,Entire home/apt,3,30,365,0,54,155.0,13,0.57,4.85,5.0,4.85,4.92,4.92,5.0,5.0,78753,1,2.5,2636.0,1,1,1,1,1,0,1
49363854,0.0,,,,44.0,1.0,Entire rental unit,Entire home/apt,2,1,90,0,144,94.0,20,0.88,4.4,4.65,4.75,4.8,4.9,3.95,4.05,78752,1,1.0,3132.0,1,1,1,1,1,0,1
49364264,0.0,,,,44.0,1.0,Entire rental unit,Entire home/apt,2,1,90,0,131,90.0,13,0.74,4.62,4.77,4.77,4.92,5.0,4.62,4.38,78752,0,1.0,3132.0,1,1,1,1,1,0,1
49364466,0.0,,,,44.0,1.0,Entire rental unit,Entire home/apt,2,1,90,0,185,91.0,20,0.88,4.35,4.35,4.35,4.85,4.95,4.45,4.2,78752,1,1.0,3132.0,1,1,1,1,1,0,1
49364718,0.0,,,,44.0,1.0,Entire rental unit,Entire home/apt,2,1,90,0,148,90.0,33,1.46,4.67,4.85,4.76,4.91,4.97,4.27,4.48,78752,1,1.0,3132.0,1,1,1,1,1,0,1
49365652,0.0,within a few hours,1.0,0.92,167.0,1.0,Entire rental unit,Entire home/apt,2,30,1125,0,222,129.0,1,0.05,2.0,3.0,2.0,5.0,5.0,5.0,3.0,78704,0,1.0,2304.0,1,1,1,1,1,0,1
49366882,0.0,within an hour,1.0,0.99,146.0,1.0,Entire rental unit,Entire home/apt,5,1,1125,0,361,121.0,56,2.5,4.46,4.64,4.39,4.7,4.61,4.7,4.68,78751,0,1.0,1362.0,1,1,1,1,1,1,1
49367684,0.0,within a day,1.0,0.0,1.0,1.0,Camper/RV,Entire home/apt,4,3,1125,0,270,92.0,8,0.37,4.25,4.5,4.75,5.0,4.63,4.38,4.5,78734,1,1.0,708.0,1,1,1,1,1,0,1
49371927,1.0,within an hour,1.0,1.0,106.0,1.0,Entire rental unit,Entire home/apt,5,1,365,1,333,221.0,53,2.32,4.79,4.87,4.68,4.85,4.94,4.79,4.7,78731,1,1.0,2594.0,1,1,1,1,1,1,1
49384908,0.0,within an hour,0.9,0.96,1.0,1.0,Entire home,Entire home/apt,4,1,1125,1,107,157.0,105,4.78,4.78,4.81,4.81,4.95,4.76,4.4,4.69,78752,1,1.0,1959.0,1,1,1,0,1,1,1
49385930,1.0,within an hour,0.87,0.91,19.0,1.0,Entire condo,Entire home/apt,8,1,180,1,0,250.0,51,2.22,4.37,4.55,4.33,4.49,4.45,4.76,4.45,78704,0,2.0,4084.0,1,1,1,1,1,0,1
49386273,1.0,within an hour,1.0,1.0,106.0,1.0,Entire rental unit,Entire home/apt,5,1,365,1,341,260.0,56,2.45,4.8,4.79,4.8,4.82,4.96,4.84,4.71,78731,1,1.0,2594.0,1,1,1,1,1,1,1
49395643,1.0,within an hour,0.95,0.95,4.0,1.0,Private room in home,Private room,1,1,1125,0,90,112.0,17,0.82,4.82,4.94,5.0,4.94,4.76,4.82,4.71,78745,1,1.0,3118.0,1,0,1,0,1,1,1
49403411,1.0,within an hour,1.0,0.99,4.0,1.0,Entire rental unit,Entire home/apt,3,3,61,0,49,195.0,39,1.72,5.0,4.95,4.95,4.97,4.97,5.0,4.92,78704,0,1.0,3532.0,1,1,1,1,1,1,1
49417902,1.0,within an hour,1.0,0.89,27.0,1.0,Entire home,Entire home/apt,16,1,365,1,345,628.0,45,1.97,4.84,4.84,4.87,4.84,4.53,4.6,4.69,78737,0,3.0,1892.0,1,1,1,1,1,1,1
49422111,1.0,within an hour,1.0,1.0,1.0,1.0,Entire home,Entire home/apt,9,3,1125,0,153,412.0,25,1.21,4.92,4.96,5.0,5.0,4.88,4.92,4.92,78704,0,3.5,3880.0,1,1,1,1,1,1,1
49423420,0.0,within a few hours,1.0,0.82,2.0,1.0,Entire home,Entire home/apt,8,30,1125,0,338,210.0,8,0.38,5.0,5.0,5.0,5.0,5.0,4.88,5.0,78727,0,2.0,2327.0,1,1,1,0,1,1,1
49425759,0.0,,,,3.0,1.0,Private room in home,Private room,2,1,1125,0,365,155.0,3,0.14,5.0,4.67,5.0,5.0,5.0,5.0,5.0,78744,1,1.0,2123.0,1,1,1,1,1,1,1
49436431,1.0,within an hour,1.0,0.99,97.0,1.0,Entire home,Entire home/apt,16,3,90,1,211,769.0,20,0.89,4.8,4.9,4.9,4.9,4.95,4.8,4.75,78734,1,4.5,2097.0,1,1,1,0,1,1,1
49441315,1.0,within an hour,1.0,1.0,12.0,1.0,Entire condo,Entire home/apt,3,1,1125,1,295,100.0,19,0.84,4.95,4.95,4.95,5.0,5.0,5.0,4.79,78704,1,1.0,3250.0,1,1,1,1,1,1,1
49441457,1.0,within an hour,1.0,0.91,1.0,1.0,Entire guesthouse,Entire home/apt,3,2,1125,0,0,221.0,31,1.45,5.0,5.0,4.97,5.0,5.0,5.0,4.94,78722,0,1.0,2364.0,1,1,1,0,1,1,1
49441709,0.0,,,,3.0,1.0,Entire home,Entire home/apt,10,2,1125,0,0,525.0,25,1.15,5.0,5.0,4.84,5.0,5.0,4.88,4.96,78737,1,3.5,2066.0,1,1,1,1,1,0,1
49444153,1.0,within an hour,1.0,1.0,6.0,1.0,Entire rental unit,Entire home/apt,4,1,30,0,82,211.0,76,3.33,4.84,4.85,4.89,4.92,4.89,4.83,4.72,78704,0,1.0,746.0,1,1,1,1,1,1,1
49448434,1.0,within an hour,1.0,1.0,3.0,1.0,Entire guesthouse,Entire home/apt,4,2,1125,0,163,161.0,93,4.25,4.97,4.92,4.98,4.96,4.99,4.97,4.96,78733,1,1.0,3354.0,1,1,1,0,1,1,1
49449203,1.0,within an hour,1.0,1.0,2.0,1.0,Entire home,Entire home/apt,6,1,1125,0,77,221.0,119,5.2,4.92,4.96,4.86,4.98,4.99,4.91,4.92,78724,0,3.0,3120.0,1,1,1,1,1,1,1
49449703,0.0,within an hour,1.0,1.0,3.0,1.0,Private room in home,Private room,2,3,28,0,89,65.0,14,0.64,4.64,4.86,4.71,5.0,5.0,4.64,4.71,78753,0,1.0,3242.0,1,1,1,1,1,0,1
49449717,1.0,within an hour,1.0,0.93,15.0,1.0,Entire townhouse,Entire home/apt,4,30,120,0,75,180.0,6,0.29,5.0,5.0,5.0,5.0,5.0,4.83,5.0,78759,1,2.0,4986.0,1,1,1,1,1,1,1
49467014,1.0,within an hour,1.0,1.0,1.0,1.0,Entire guesthouse,Entire home/apt,2,28,95,0,115,216.0,21,1.35,5.0,5.0,4.95,5.0,5.0,5.0,5.0,78702,1,1.0,3614.0,1,1,1,1,1,0,1
49467964,0.0,within a few hours,1.0,0.67,2.0,1.0,Entire home,Entire home/apt,6,3,1125,0,112,450.0,2,0.27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78704,1,2.0,4187.0,1,1,1,1,1,1,1
49468141,1.0,within an hour,1.0,0.88,47.0,1.0,Entire home,Entire home/apt,8,1,365,0,5,365.0,26,1.16,4.88,4.88,4.88,4.96,4.96,4.88,4.69,78752,1,2.0,3543.0,1,1,1,1,1,1,1
49468178,1.0,within an hour,1.0,0.98,4.0,1.0,Entire rental unit,Entire home/apt,4,2,28,0,66,206.0,89,4.11,5.0,5.0,5.0,4.97,5.0,4.88,4.98,78741,1,2.0,3027.0,1,1,1,1,1,1,1
49481376,0.0,within an hour,1.0,0.96,226.0,1.0,Entire home,Entire home/apt,16,1,365,1,321,1414.0,2,0.13,5.0,5.0,5.0,5.0,4.5,4.5,5.0,78751,0,6.0,2222.0,1,1,1,1,1,0,1
49481469,0.0,,,,1.0,1.0,Entire rental unit,Entire home/apt,4,2,4,1,0,200.0,6,0.26,5.0,5.0,5.0,5.0,5.0,4.83,5.0,78703,0,1.0,2853.0,1,1,1,1,1,0,1
49483053,0.0,,,,1.0,1.0,Entire rental unit,Entire home/apt,3,1,1125,0,0,95.0,15,0.67,4.87,4.73,4.8,5.0,4.87,5.0,4.87,78704,1,1.0,2688.0,1,1,1,1,1,1,1
49504753,0.0,within an hour,1.0,1.0,7.0,1.0,Entire rental unit,Entire home/apt,7,2,1125,1,361,122.0,48,2.13,4.73,4.83,4.63,4.85,4.9,4.69,4.63,78723,0,1.0,3924.0,1,1,1,1,1,1,1
49507216,0.0,within a few hours,0.87,0.99,4530.0,1.0,Entire rental unit,Entire home/apt,2,30,1125,1,0,114.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78723,0,1.0,1409.0,1,1,1,0,1,1,1
49514611,0.0,within an hour,0.98,0.88,79.0,1.0,Entire rental unit,Entire home/apt,2,2,1125,0,245,232.0,2,0.28,5.0,5.0,3.5,5.0,5.0,5.0,4.0,78705,0,1.0,2389.0,1,1,0,1,1,1,0
49519477,1.0,within an hour,1.0,1.0,106.0,1.0,Entire rental unit,Entire home/apt,8,1,365,1,329,420.0,22,1.02,4.82,4.82,4.91,4.86,4.95,4.95,4.82,78731,0,2.0,2594.0,1,1,1,1,1,1,1
49532236,1.0,within an hour,1.0,1.0,2.0,1.0,Entire guest suite,Entire home/apt,4,1,30,1,132,175.0,86,4.15,4.92,4.92,4.94,4.99,4.99,4.93,4.91,78702,1,1.0,1310.0,1,1,0,1,1,1,1
49533399,1.0,within an hour,1.0,0.98,4.0,1.0,Entire home,Entire home/apt,16,2,10,0,164,4999.0,8,0.45,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78733,1,11.5,2063.0,1,1,1,1,1,1,1
49543281,1.0,within an hour,1.0,0.92,12.0,1.0,Entire home,Entire home/apt,5,3,1125,0,9,306.0,49,2.37,4.98,4.98,4.94,5.0,5.0,4.96,4.88,78702,1,2.0,2551.0,1,1,1,0,1,1,1
49545177,0.0,,,1.0,1.0,1.0,Entire home,Entire home/apt,8,28,1125,0,170,200.0,2,0.09,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78757,0,2.0,3945.0,1,1,1,1,1,0,1
49547932,0.0,within an hour,1.0,1.0,4.0,1.0,Entire home,Entire home/apt,8,2,365,1,46,275.0,8,0.37,5.0,5.0,5.0,5.0,4.88,4.5,4.88,78725,1,2.5,1306.0,1,1,1,1,1,0,1
49548522,0.0,,,,1.0,1.0,Entire townhouse,Entire home/apt,7,3,1125,0,0,395.0,6,0.27,4.5,4.5,5.0,4.67,4.17,4.33,4.5,78734,1,2.0,1598.0,1,1,0,0,1,1,0
49555328,0.0,within a few hours,0.87,0.99,4530.0,1.0,Entire rental unit,Entire home/apt,2,30,1125,1,0,95.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78756,0,1.0,1409.0,1,1,1,0,1,1,1
49564280,1.0,within an hour,1.0,0.99,3.0,1.0,Private room in home,Private room,2,1,160,1,353,102.0,23,1.03,4.78,4.83,4.83,4.78,4.83,4.83,4.61,78737,0,1.0,3677.0,1,1,1,1,1,1,0
49570112,1.0,,,1.0,2.0,1.0,Entire home,Entire home/apt,4,45,90,0,197,199.0,2,0.38,5.0,5.0,5.0,5.0,5.0,4.5,5.0,78703,1,2.0,3587.0,1,1,1,1,1,1,1
49578065,0.0,within a few hours,0.87,0.99,4530.0,1.0,Entire rental unit,Entire home/apt,2,30,1125,1,0,89.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78723,0,1.0,1409.0,1,1,1,0,1,1,1
49587828,1.0,within an hour,1.0,1.0,1.0,1.0,Entire guest suite,Entire home/apt,2,2,1125,0,1,66.0,122,5.51,4.93,4.98,4.91,4.95,4.98,4.85,4.85,78753,1,1.0,2777.0,1,0,1,1,1,1,1
49591738,1.0,within an hour,1.0,1.0,3.0,1.0,Entire home,Entire home/apt,8,2,10,0,8,300.0,14,0.64,5.0,4.93,5.0,5.0,5.0,5.0,4.93,78736,1,2.5,1773.0,1,1,1,1,1,1,1
49593840,0.0,,,,44.0,1.0,Entire rental unit,Entire home/apt,2,1,90,0,156,83.0,19,0.93,4.79,4.84,4.47,4.95,4.95,4.79,4.53,78752,1,1.0,3132.0,1,1,1,1,1,0,1
49594092,0.0,,,,44.0,1.0,Entire rental unit,Entire home/apt,2,1,90,0,126,82.0,29,1.29,4.69,4.83,4.55,4.93,4.97,4.52,4.52,78752,1,1.0,3132.0,1,1,1,1,1,0,1
49594243,0.0,,,,44.0,1.0,Entire rental unit,Entire home/apt,2,1,90,0,124,85.0,27,1.25,4.56,4.74,4.33,4.85,4.89,4.7,4.44,78752,0,1.0,3132.0,1,1,1,1,1,0,1
49595345,0.0,within a few hours,0.7,0.36,2.0,1.0,Entire rental unit,Entire home/apt,2,1,30,0,174,150.0,2,2.0,4.0,4.0,3.5,5.0,5.0,4.5,4.0,78704,0,1.0,1271.0,1,1,1,1,1,0,1
49597530,1.0,within an hour,1.0,0.95,7.0,1.0,Entire home,Entire home/apt,9,1,1125,1,86,533.0,23,1.02,4.87,4.91,4.78,4.7,4.61,4.91,4.78,78741,0,2.5,3027.0,1,1,1,1,1,0,1
49604839,1.0,within an hour,1.0,0.99,1.0,1.0,Private room in home,Private room,2,1,5,0,92,75.0,76,3.74,5.0,4.97,4.97,4.99,5.0,4.96,4.97,78729,1,2.0,1502.0,1,1,1,0,1,1,0
49606753,0.0,,,,1.0,1.0,Entire townhouse,Entire home/apt,7,2,7,1,0,170.0,10,0.47,4.5,4.7,4.3,4.9,5.0,4.8,4.6,78752,1,2.5,695.0,1,1,1,1,1,0,1
49608239,1.0,within an hour,1.0,0.97,2.0,1.0,Entire home,Entire home/apt,6,30,240,0,242,250.0,1,0.15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78748,0,2.5,1979.0,1,1,1,1,1,1,1
49609274,1.0,within an hour,1.0,1.0,31.0,1.0,Entire home,Entire home/apt,10,3,60,1,332,361.0,69,3.09,5.0,4.99,4.97,4.96,4.88,4.91,4.87,78702,1,3.0,3179.0,1,1,1,1,1,1,1
49610502,1.0,within an hour,1.0,0.99,97.0,1.0,Entire home,Entire home/apt,9,2,60,1,240,440.0,31,1.48,4.87,4.71,4.74,5.0,4.84,4.77,4.65,78702,1,2.0,2097.0,1,1,1,0,1,1,1
49611080,0.0,,,,1.0,1.0,Entire condo,Entire home/apt,3,3,1125,0,0,175.0,5,0.23,5.0,4.8,5.0,5.0,5.0,5.0,5.0,78731,1,1.5,3414.0,1,1,1,1,1,0,1
49611906,1.0,within an hour,1.0,1.0,54.0,1.0,Entire condo,Entire home/apt,6,3,1125,0,170,207.0,72,3.33,4.97,4.96,5.0,4.96,4.99,4.85,4.92,78702,1,1.5,2392.0,1,1,1,1,1,1,1
49614477,1.0,within an hour,1.0,0.98,60.0,1.0,Entire home,Entire home/apt,6,1,365,0,161,244.0,34,1.51,4.97,4.97,4.88,4.97,4.94,4.91,4.88,78728,1,2.0,2620.0,1,1,1,1,1,1,1
49614618,0.0,,,0.0,1.0,1.0,Entire condo,Entire home/apt,8,2,365,0,229,120.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78704,0,1.5,2634.0,0,1,1,1,0,0,1
49635025,0.0,within an hour,1.0,0.96,226.0,1.0,Entire home,Entire home/apt,5,1,365,1,75,522.0,2,0.09,5.0,5.0,4.5,5.0,4.5,5.0,5.0,78703,0,2.0,2222.0,1,1,1,1,1,1,1
49635026,0.0,within an hour,1.0,0.96,226.0,1.0,Entire home,Entire home/apt,10,1,365,1,158,467.0,24,1.13,4.33,4.42,4.38,4.71,4.67,4.54,4.21,78746,0,2.0,2222.0,1,1,1,1,1,1,1
49637831,0.0,within an hour,1.0,0.99,146.0,1.0,Entire rental unit,Entire home/apt,4,1,1125,0,356,125.0,57,2.53,4.46,4.67,4.56,4.82,4.75,4.77,4.61,78751,0,1.0,1362.0,1,1,1,1,1,1,1
49637832,0.0,within an hour,1.0,0.99,146.0,1.0,Entire rental unit,Entire home/apt,5,1,1125,0,355,130.0,28,1.3,4.14,4.14,4.25,4.57,4.5,4.64,4.25,78751,0,1.0,1362.0,1,1,1,1,1,1,1
49637834,0.0,within an hour,1.0,0.99,146.0,1.0,Entire rental unit,Entire home/apt,5,1,1125,0,361,121.0,46,2.06,4.54,4.63,4.57,4.78,4.78,4.52,4.54,78751,0,1.0,1362.0,1,1,1,1,1,1,1
