id,host_is_superhost,host_response_time,host_response_rate,host_acceptance_rate,host_total_listings_count,host_has_profile_pic,property_type,room_type,accommodates,minimum_nights,maximum_nights,instant_bookable,availability_365,price,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,neighbourhood_cleansed,survived,bathrooms,host_tenure_days,has_wifi,has_kitchen,has_air_conditioning,has_free_parking,has_heating,has_bed_linens,has_tv
5456,1.0,within an hour,1.0,0.95,4.0,1.0,Entire guesthouse,Entire home/apt,3,2,90,0,298,176.0,630,3.69,4.84,4.88,4.85,4.89,4.82,4.73,4.79,78702,1,1.0,5156.0,1,1,1,0,1,1,1
5769,1.0,within a few hours,1.0,0.95,4.0,1.0,Private room in home,Private room,2,1,14,0,0,42.0,275,1.75,4.9,4.9,4.86,4.91,4.94,4.76,4.92,78729,1,1.0,5153.0,1,0,1,1,1,1,1
6413,1.0,,,1.0,1.0,1.0,Entire guesthouse,Entire home/apt,2,30,90,0,0,109.0,122,0.76,4.97,4.99,4.99,4.99,4.98,4.87,4.93,78704,1,1.0,5096.0,1,1,1,0,1,1,1
6448,1.0,within an hour,1.0,1.0,2.0,1.0,Entire guesthouse,Entire home/apt,2,3,365,1,133,240.0,295,2.1,4.97,4.97,4.96,4.99,4.97,4.97,4.9,78704,1,1.0,5093.0,1,1,1,1,1,1,1
8502,0.0,within a day,0.6,0.7,1.0,1.0,Entire guest suite,Entire home/apt,2,4,90,0,36,85.0,48,0.3,4.53,4.49,4.67,4.83,4.86,4.64,4.57,78741,1,1.0,5011.0,1,1,1,0,1,0,0
13035,1.0,within an hour,1.0,0.94,2.0,1.0,Entire home,Entire home/apt,3,30,180,0,306,160.0,17,0.12,5.0,4.94,4.94,5.0,5.0,5.0,4.94,78702,1,2.0,4897.0,1,1,1,0,1,1,1
18258,0.0,within an hour,1.0,1.0,4.0,1.0,Entire bungalow,Entire home/apt,3,3,180,0,134,171.0,2,0.42,5.0,5.0,5.0,5.0,5.0,4.5,4.5,78745,0,2.0,4942.0,1,1,1,1,1,1,1
22828,1.0,,,1.0,1.0,1.0,Entire guesthouse,Entire home/apt,2,29,365,0,207,65.0,50,0.32,4.94,5.0,4.98,5.0,5.0,4.77,4.86,78741,1,1.0,4877.0,1,1,0,0,1,1,1
22982,1.0,within an hour,1.0,0.98,5.0,1.0,Entire guesthouse,Entire home/apt,4,1,730,0,124,350.0,166,1.05,4.91,4.93,4.97,4.96,4.9,4.88,4.82,78703,0,1.0,4773.0,1,0,1,1,1,1,1
23496,1.0,within an hour,1.0,0.95,4.0,1.0,Entire home,Entire home/apt,6,3,30,0,87,200.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78702,0,1.0,5156.0,0,1,1,1,1,1,1
25028,1.0,within a day,1.0,0.91,3.0,1.0,Entire bungalow,Entire home/apt,4,120,365,0,123,221.0,35,0.22,4.94,5.0,4.93,5.0,4.96,4.74,4.93,78757,0,1.0,4745.0,1,1,1,1,0,1,1
40285,0.0,within a few hours,1.0,0.86,1.0,1.0,Entire home,Entire home/apt,4,2,30,0,348,450.0,37,0.25,4.92,4.94,4.94,4.97,4.97,4.91,4.8,78731,1,2.0,4639.0,1,1,1,1,1,1,1
47572,1.0,within a few hours,1.0,1.0,1.0,1.0,Private room in home,Private room,1,30,120,0,219,43.0,7,0.14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78758,0,1.0,4598.0,1,1,1,1,1,1,1
50318,1.0,within a few hours,1.0,0.94,30.0,1.0,Entire condo,Entire home/apt,2,30,1125,0,134,136.0,33,0.22,4.88,4.72,4.76,5.0,4.97,4.83,4.79,78705,1,1.0,5107.0,1,1,1,1,1,1,1
57187,1.0,within an hour,1.0,1.0,2.0,1.0,Entire guesthouse,Entire home/apt,6,1,15,0,326,109.0,955,6.43,4.91,4.94,4.93,4.96,4.96,4.95,4.82,78704,1,1.0,4538.0,1,0,0,1,1,0,0
69303,1.0,within an hour,1.0,1.0,2.0,1.0,Entire condo,Entire home/apt,4,2,90,1,306,181.0,213,1.47,4.97,4.96,4.99,5.0,5.0,4.96,4.82,78704,1,1.5,4538.0,1,1,1,1,1,1,1
69810,0.0,,,,1.0,1.0,Entire guesthouse,Entire home/apt,2,2,730,0,0,134.0,446,3.04,4.98,4.98,5.0,4.99,4.99,4.8,4.95,78704,1,1.0,4789.0,1,1,1,1,1,1,1
70258,0.0,within an hour,1.0,0.25,2.0,1.0,Entire guesthouse,Entire home/apt,3,2,28,0,12,239.0,36,0.54,4.94,4.97,4.86,4.94,4.89,4.92,4.72,78704,0,1.0,4453.0,1,1,1,1,1,0,1
70812,1.0,within a few hours,1.0,0.71,2.0,1.0,Entire guesthouse,Entire home/apt,3,2,30,0,44,165.0,175,1.2,4.89,4.94,4.89,4.99,4.92,4.95,4.82,78704,1,1.0,4542.0,1,1,0,0,1,1,1
72833,1.0,within an hour,1.0,1.0,1.0,1.0,Entire guesthouse,Entire home/apt,2,3,60,0,5,132.0,412,2.82,4.91,4.92,4.9,4.96,4.96,4.9,4.91,78731,1,1.0,4437.0,1,1,0,1,1,1,1
73005,0.0,within a few hours,1.0,0.8,2.0,1.0,Entire townhouse,Entire home/apt,6,4,1125,0,137,297.0,44,0.3,4.89,4.88,4.74,4.93,4.95,4.79,4.81,78727,1,2.5,4698.0,1,1,1,1,1,1,1
73289,1.0,within an hour,1.0,0.82,2.0,1.0,Entire rental unit,Entire home/apt,4,30,1125,0,67,111.0,59,0.4,4.88,4.89,4.84,4.93,4.93,4.91,4.91,78705,1,2.0,4434.0,1,1,1,0,1,0,1
74318,1.0,within an hour,0.83,0.83,3.0,1.0,Entire home,Entire home/apt,2,2,1825,0,0,194.0,251,1.72,4.82,4.86,4.85,4.97,4.92,4.86,4.8,78704,1,1.0,4431.0,1,0,1,1,1,1,1
75957,1.0,within an hour,1.0,0.91,2.0,1.0,Entire guesthouse,Entire home/apt,2,2,30,0,191,163.0,424,2.9,4.97,4.98,4.96,4.99,4.98,4.96,4.94,78703,1,1.0,4420.0,1,1,1,0,1,0,1
76501,1.0,within an hour,1.0,0.94,1.0,1.0,Entire guest suite,Entire home/apt,3,2,91,0,48,144.0,222,1.51,4.95,4.95,4.88,4.99,4.99,4.89,4.95,78722,1,1.0,4418.0,1,1,1,1,1,1,1
76911,0.0,within an hour,1.0,1.0,1.0,1.0,Entire home,Entire home/apt,14,2,1125,0,148,893.0,196,2.03,4.95,4.95,4.89,4.99,4.99,4.93,4.89,78702,1,3.0,4427.0,1,1,1,1,1,1,1
76925,0.0,,,,1.0,1.0,Entire home,Entire home/apt,8,2,8,0,0,400.0,16,0.11,4.94,4.81,4.88,5.0,4.88,4.5,4.63,78702,1,2.0,4416.0,1,1,1,1,1,0,1
77347,0.0,,,,9.0,1.0,Private room in home,Private room,2,2,14,0,0,104.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78733,0,1.0,4434.0,1,1,1,1,1,1,1
77639,1.0,within a day,1.0,0.71,4.0,1.0,Entire home,Entire home/apt,4,2,730,0,325,179.0,53,0.52,4.69,4.69,4.65,4.96,4.88,5.0,4.67,78704,1,1.0,4413.0,1,1,1,1,1,0,1
78035,1.0,within an hour,1.0,1.0,3.0,1.0,Entire home,Entire home/apt,8,4,120,0,122,1143.0,91,1.24,4.99,4.98,4.93,5.0,4.98,4.96,4.78,78704,1,3.0,4412.0,1,1,1,1,1,0,1
78127,0.0,,,,4.0,1.0,Entire home,Entire home/apt,6,1,7,0,0,240.0,6,0.04,4.2,4.17,4.83,4.67,4.17,4.67,4.0,78701,1,1.0,4412.0,1,1,1,1,1,1,1
78422,1.0,within an hour,1.0,0.87,2.0,1.0,Entire home,Entire home/apt,6,4,60,0,108,79.0,11,0.08,4.82,5.0,4.82,5.0,5.0,4.55,4.91,78702,1,1.0,4411.0,1,1,1,1,1,1,1
78731,0.0,within an hour,1.0,1.0,2.0,1.0,Private room in home,Private room,2,3,28,0,145,120.0,215,1.61,4.98,4.97,5.0,5.0,4.98,4.98,4.9,78702,0,1.0,4410.0,1,1,1,1,1,1,1
78884,1.0,within an hour,1.0,1.0,19.0,1.0,Entire rental unit,Entire home/apt,2,2,90,1,0,148.0,190,1.3,4.77,4.79,4.86,4.95,4.95,4.96,4.75,78704,1,1.0,4000.0,1,1,0,1,1,1,1
79100,1.0,within an hour,1.0,0.97,33.0,1.0,Entire guesthouse,Entire home/apt,2,30,90,1,67,127.0,38,0.31,4.97,4.95,4.89,4.89,5.0,4.86,4.86,78723,1,1.0,4408.0,1,1,1,1,1,1,1
79768,0.0,,,,2.0,1.0,Entire bungalow,Entire home/apt,4,4,30,1,0,225.0,34,0.24,4.71,4.72,4.63,4.87,4.82,4.67,4.52,78702,1,1.0,4406.0,0,1,1,1,1,1,1
82033,0.0,,,0.5,1.0,1.0,Entire home,Entire home/apt,12,2,30,0,179,357.0,4,0.07,4.25,4.25,4.75,5.0,5.0,5.0,5.0,78723,1,2.0,4398.0,0,1,1,1,1,1,1
83643,1.0,within a few hours,1.0,0.92,1.0,1.0,Private room in home,Private room,2,2,14,0,334,77.0,259,1.85,4.96,4.96,4.94,5.0,4.99,4.87,4.92,78752,1,1.0,4392.0,1,1,1,1,1,1,0
84771,0.0,,,,3.0,1.0,Entire condo,Entire home/apt,4,2,30,1,0,81.0,16,0.24,4.67,4.25,4.75,4.92,4.92,4.83,4.58,78705,1,1.0,4487.0,0,1,1,1,1,1,0
89475,1.0,within an hour,1.0,0.94,18.0,1.0,Entire home,Entire home/apt,8,45,365,0,101,341.0,118,0.92,4.85,4.89,4.86,4.98,4.97,4.85,4.91,78757,1,2.0,4378.0,1,1,1,1,1,1,1
90898,0.0,within a day,0.8,0.62,3.0,1.0,Entire home,Entire home/apt,6,1,1125,0,358,203.0,112,0.78,4.72,4.78,4.42,4.9,4.86,4.89,4.61,78704,1,1.0,4579.0,1,1,1,1,1,1,1
90957,0.0,within a day,0.8,0.62,3.0,1.0,Private room in home,Private room,3,1,365,0,360,84.0,5,0.04,4.6,4.75,4.25,5.0,4.75,5.0,4.0,78704,1,1.0,4579.0,1,1,1,1,1,1,1
104099,1.0,within an hour,1.0,0.98,2.0,1.0,Entire guest suite,Entire home/apt,4,1,30,0,74,137.0,236,1.69,4.88,4.97,4.83,4.95,4.94,4.96,4.85,78704,0,1.0,4600.0,1,1,1,1,1,1,1
104386,1.0,within an hour,1.0,1.0,2.0,1.0,Entire home,Entire home/apt,4,31,180,0,252,150.0,138,0.96,4.97,4.98,4.99,4.99,4.99,4.79,4.85,78704,1,1.0,4355.0,1,1,1,1,1,0,1
104394,0.0,within a few hours,1.0,1.0,4.0,1.0,Private room in bed and breakfast,Private room,2,29,90,0,66,56.0,74,0.51,4.61,4.74,4.63,4.81,4.77,4.57,4.73,78745,0,1.5,4355.0,1,1,1,1,1,1,0
113779,1.0,within an hour,1.0,1.0,10.0,1.0,Entire bungalow,Entire home/apt,2,20,365,0,320,127.0,98,0.72,4.87,4.88,4.91,4.97,4.99,4.94,4.71,78751,1,1.0,4342.0,1,1,1,0,1,1,1
116014,0.0,,,,4.0,1.0,Entire home,Entire home/apt,5,1,15,1,0,259.0,2,0.01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78701,1,1.0,4412.0,1,1,1,1,1,0,0
128326,1.0,within a day,1.0,0.67,4.0,1.0,Entire home,Entire home/apt,6,3,365,0,299,289.0,83,0.59,4.94,4.9,4.9,4.99,4.99,4.94,4.83,78736,1,2.0,4326.0,1,1,1,1,1,0,1
140474,1.0,within an hour,1.0,1.0,10.0,1.0,Entire bungalow,Entire home/apt,4,20,365,0,346,249.0,87,0.63,4.89,4.84,4.97,4.97,4.97,4.97,4.86,78751,1,1.0,4342.0,1,1,1,0,1,1,1
140504,1.0,within an hour,1.0,1.0,10.0,1.0,Entire bungalow,Entire home/apt,2,20,365,0,313,218.0,95,0.68,4.91,4.95,4.94,4.96,4.93,4.98,4.81,78751,1,1.0,4342.0,1,1,1,0,1,1,1
145210,0.0,within a day,0.86,0.67,3.0,1.0,Entire guesthouse,Entire home/apt,2,30,365,0,112,150.0,206,1.64,4.9,4.93,4.98,4.96,4.95,4.85,4.83,78705,1,1.0,4383.0,1,1,1,1,1,1,1
155359,0.0,within a day,0.7,0.82,3.0,1.0,Entire home,Entire home/apt,6,7,830,0,32,400.0,34,0.25,4.87,4.83,4.79,5.0,4.97,4.97,4.64,78732,0,2.5,4441.0,1,1,1,1,1,0,1
158398,0.0,within an hour,1.0,1.0,2.0,1.0,Entire home,Entire home/apt,7,4,30,0,180,899.0,17,0.13,4.82,4.75,4.94,4.94,4.94,4.81,4.69,78704,1,3.0,4293.0,1,1,1,1,1,0,1
167459,0.0,within a day,1.0,0.0,2.0,1.0,Entire home,Entire home/apt,8,3,14,0,363,800.0,8,0.06,4.63,4.86,4.57,4.71,4.43,4.71,4.57,78746,1,3.0,4327.0,1,1,1,1,1,1,1
174828,1.0,within an hour,1.0,1.0,3.0,1.0,Entire home,Entire home/apt,10,2,365,1,201,455.0,367,2.62,4.89,4.85,4.9,4.97,4.98,4.62,4.79,78752,1,2.0,4274.0,1,1,1,1,1,1,1
184853,1.0,within a day,1.0,0.58,6.0,1.0,Entire home,Entire home/apt,4,30,730,0,143,138.0,7,0.15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78704,1,1.5,4365.0,1,1,1,1,1,0,1
195674,0.0,within an hour,1.0,0.6,1.0,1.0,Entire home,Entire home/apt,10,2,7,0,350,821.0,39,0.32,4.95,4.87,4.71,4.95,4.97,4.92,4.65,78704,1,2.5,4251.0,1,1,1,1,1,1,1
202187,1.0,within an hour,1.0,1.0,2.0,1.0,Entire guesthouse,Entire home/apt,2,1,30,1,197,72.0,943,6.75,4.87,4.94,4.84,4.96,4.93,4.98,4.89,78704,1,1.0,4243.0,1,1,1,0,1,1,1
202753,0.0,within an hour,1.0,1.0,1.0,1.0,Private room in loft,Private room,2,3,30,1,87,200.0,14,0.23,5.0,4.93,5.0,5.0,5.0,5.0,4.79,78703,0,1.0,4301.0,1,0,1,1,1,0,0
207054,1.0,within an hour,1.0,1.0,1.0,1.0,Entire guest suite,Entire home/apt,5,3,90,1,73,163.0,200,1.44,4.9,4.91,4.89,4.96,4.88,4.84,4.78,78741,1,1.0,4236.0,1,1,1,1,1,1,1
208897,1.0,within an hour,1.0,0.94,1.0,1.0,Entire home,Entire home/apt,8,2,60,1,165,212.0,139,1.27,4.96,4.95,4.96,4.99,4.98,4.84,4.86,78702,1,1.0,4233.0,1,1,1,1,1,1,1
210834,1.0,within a day,1.0,0.58,4.0,1.0,Entire home,Entire home/apt,7,3,183,0,0,718.0,19,0.16,4.89,4.84,4.68,5.0,5.0,5.0,4.58,78704,1,2.5,4231.0,1,1,1,0,1,1,1
218402,1.0,within a day,1.0,0.0,2.0,1.0,Private room in home,Private room,1,28,365,0,258,30.0,27,0.2,4.72,4.81,4.93,4.89,4.74,4.63,4.78,78754,1,1.0,4222.0,1,1,1,1,1,1,1
219168,0.0,,,,1.0,1.0,Entire rental unit,Entire home/apt,2,2,60,0,0,250.0,8,0.06,4.88,4.63,4.5,4.88,4.75,4.88,4.88,78704,1,1.0,4221.0,1,0,1,1,1,0,1
222986,1.0,within a few hours,1.0,0.81,6.0,1.0,Entire home,Entire home/apt,8,20,90,0,246,500.0,53,0.38,4.96,4.96,5.0,4.96,4.91,4.68,4.72,78702,1,2.0,4216.0,1,1,1,1,1,1,1
224603,1.0,within a day,1.0,0.7,2.0,1.0,Entire guesthouse,Entire home/apt,2,30,365,0,214,112.0,114,0.82,4.94,4.95,4.96,5.0,4.99,4.89,4.87,78751,1,1.0,4214.0,1,1,1,1,1,1,1
227372,1.0,within an hour,0.86,0.95,34.0,1.0,Entire home,Entire home/apt,16,1,32,0,124,446.0,250,1.87,4.89,4.93,4.83,4.96,4.97,4.99,4.81,78704,1,2.5,2665.0,1,1,1,1,1,0,1
233930,1.0,within an hour,1.0,1.0,10.0,1.0,Entire home,Entire home/apt,4,20,365,0,242,262.0,101,0.74,4.94,4.95,4.95,4.99,4.98,4.97,4.8,78751,1,1.0,4342.0,1,1,1,0,1,1,1
238657,1.0,within an hour,1.0,0.99,5.0,1.0,Entire home,Entire home/apt,4,2,1125,1,193,217.0,186,1.99,4.98,4.98,4.95,4.97,4.98,4.99,4.9,78704,1,1.0,4195.0,1,1,1,1,1,1,1
240541,0.0,within an hour,1.0,0.99,9.0,1.0,Entire guesthouse,Entire home/apt,2,1,9,1,33,89.0,720,5.34,4.62,4.73,4.6,4.86,4.88,4.83,4.7,78702,1,1.0,4196.0,1,1,0,1,1,0,0
247770,0.0,,,,1.0,1.0,Entire home,Entire home/apt,5,2,75,0,0,175.0,1,0.01,4.0,5.0,4.0,5.0,5.0,5.0,5.0,78723,0,,4184.0,1,1,1,1,1,0,1
248515,1.0,within an hour,1.0,0.97,3.0,1.0,Entire home,Entire home/apt,4,2,10,0,63,267.0,170,1.27,4.83,4.81,4.73,4.96,4.92,4.89,4.67,78702,1,1.0,4205.0,1,1,1,1,1,1,1
252804,0.0,,,,1.0,1.0,Entire home,Entire home/apt,5,30,210,0,365,100.0,94,0.68,4.67,4.79,4.49,4.77,4.8,4.74,4.6,78704,1,1.5,4177.0,1,1,1,1,1,0,1
254232,1.0,within a day,1.0,0.8,2.0,1.0,Entire bungalow,Entire home/apt,5,4,180,0,285,689.0,6,0.04,5.0,5.0,5.0,5.0,4.8,5.0,4.8,78703,1,2.0,4175.0,1,1,1,1,1,1,1
271052,1.0,within an hour,1.0,0.91,1.0,1.0,Entire condo,Entire home/apt,4,3,29,0,339,264.0,45,0.34,4.89,4.96,4.93,4.93,4.93,4.84,4.64,78704,1,2.0,4152.0,1,1,1,1,1,0,1
277028,1.0,within an hour,1.0,0.84,5.0,1.0,Entire home,Entire home/apt,16,1,1125,0,240,541.0,116,0.84,4.69,4.6,4.54,4.89,4.89,4.76,4.62,78703,1,2.5,4296.0,1,1,1,1,1,1,1
281182,1.0,within an hour,1.0,0.67,1.0,1.0,Entire home,Entire home/apt,10,3,1125,0,175,414.0,51,0.38,4.9,4.94,4.88,4.98,4.94,4.76,4.82,78702,1,2.5,4137.0,1,1,1,0,1,0,1
282342,1.0,within a few hours,1.0,0.67,1.0,1.0,Entire rental unit,Entire home/apt,5,30,600,0,15,91.0,30,0.22,4.77,4.79,4.82,4.86,4.86,4.25,4.79,78758,1,2.5,4135.0,1,1,1,1,1,1,1
294708,1.0,within an hour,0.98,0.84,69.0,1.0,Entire townhouse,Entire home/apt,7,3,60,0,179,1800.0,296,2.21,4.74,4.73,4.76,4.93,4.93,4.66,4.74,78741,0,3.0,4118.0,1,1,1,1,1,1,1
295275,0.0,within a few hours,1.0,1.0,4.0,1.0,Entire home,Entire home/apt,8,30,183,0,201,191.0,65,0.48,4.86,4.89,4.76,4.95,4.98,4.68,4.73,78745,1,2.0,4188.0,1,1,1,1,1,1,1
300574,1.0,within an hour,1.0,1.0,3.0,1.0,Entire guesthouse,Entire home/apt,4,2,28,1,155,144.0,441,3.27,4.89,4.88,4.84,4.95,4.93,4.95,4.76,78704,1,1.0,4642.0,1,1,1,0,1,1,1
304808,1.0,within an hour,1.0,0.99,1.0,1.0,Private room in home,Private room,2,2,1125,0,297,155.0,351,2.58,4.83,4.79,4.88,4.93,4.88,4.75,4.82,78702,1,1.0,4104.0,1,1,1,0,1,1,0
304866,1.0,within an hour,1.0,0.96,30.0,1.0,Entire guesthouse,Entire home/apt,3,3,7,0,361,76.0,176,1.3,4.82,4.81,4.71,4.89,4.86,4.79,4.81,78745,1,1.0,4103.0,1,1,1,1,1,0,1
305392,0.0,,,,2.0,1.0,Entire home,Entire home/apt,9,3,28,0,0,695.0,13,0.11,5.0,5.0,5.0,5.0,5.0,4.92,4.77,78702,1,3.0,4716.0,1,1,1,0,1,1,1
314152,0.0,,,,1.0,1.0,Entire rental unit,Entire home/apt,4,4,14,0,0,350.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78730,0,,4092.0,0,0,0,0,0,0,0
315239,0.0,,,0.0,1.0,1.0,Entire home,Entire home/apt,6,3,1125,0,365,600.0,2,0.02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78745,1,2.0,4091.0,1,1,1,1,1,0,1
316630,0.0,,,,1.0,1.0,Entire home,Entire home/apt,4,3,14,0,0,400.0,9,0.07,4.89,5.0,4.89,5.0,5.0,4.89,4.67,78704,1,1.0,4089.0,0,0,0,0,0,0,0
317148,0.0,within a few hours,1.0,0.5,1.0,1.0,Entire home,Entire home/apt,7,3,77,0,6,335.0,39,0.29,4.63,4.64,4.58,4.92,4.83,4.75,4.56,78702,0,1.0,4089.0,1,1,1,1,1,1,0
319759,1.0,within an hour,1.0,1.0,28.0,1.0,Entire townhouse,Entire home/apt,16,1,365,1,283,800.0,297,2.22,4.87,4.85,4.79,4.95,4.96,4.79,4.71,78702,1,3.5,4279.0,1,1,1,0,1,1,1
319887,0.0,,,,1.0,1.0,Entire home,Entire home/apt,5,4,11,0,0,694.0,2,0.02,4.5,4.5,3.5,4.5,5.0,4.0,4.0,78702,1,1.0,4086.0,1,1,1,1,1,0,1
319894,1.0,within an hour,1.0,0.99,3.0,1.0,Entire home,Entire home/apt,8,2,60,0,148,205.0,185,1.38,4.83,4.89,4.7,4.97,4.97,4.81,4.87,78724,1,2.5,4086.0,1,1,1,1,1,1,1
321069,0.0,,,,3.0,1.0,Entire home,Entire home/apt,6,2,60,0,74,807.0,1,0.02,0.0,4.95,4.92,5.0,5.0,4.92,4.86,78704,0,2.0,4085.0,1,1,1,1,1,0,1
322834,0.0,,,,3.0,1.0,Entire home,Entire home/apt,8,4,1125,0,0,240.0,47,0.35,4.8,4.83,4.91,4.98,4.98,4.37,4.7,78702,1,2.0,3826.0,1,1,1,1,1,0,1
323733,0.0,,,,1.0,1.0,Entire condo,Entire home/apt,6,1,365,1,0,178.0,362,2.71,4.85,4.9,4.87,4.95,4.97,4.97,4.81,78701,1,1.0,4082.0,1,1,1,1,1,0,1
324480,0.0,,,0.43,2.0,1.0,Entire rental unit,Entire home/apt,2,30,180,0,362,99.0,1,0.17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78705,1,1.0,4081.0,1,1,1,0,1,0,1
325889,0.0,within an hour,1.0,1.0,4.0,1.0,Entire home,Entire home/apt,12,3,365,1,328,756.0,84,0.63,4.74,4.73,4.62,4.94,4.95,4.94,4.62,78704,1,2.0,4079.0,1,1,1,1,1,1,0
326172,0.0,within a few hours,1.0,1.0,2.0,1.0,Entire guesthouse,Entire home/apt,3,29,183,1,248,98.0,23,0.17,5.0,4.96,4.96,4.96,5.0,4.91,4.96,78756,0,1.0,4080.0,1,1,1,0,1,1,1
329172,0.0,within a day,1.0,0.15,1.0,1.0,Entire home,Entire home/apt,6,3,1125,0,354,495.0,7,0.05,5.0,5.0,5.0,5.0,5.0,5.0,4.83,78746,1,2.0,4077.0,1,1,1,1,1,0,1
329306,0.0,within an hour,1.0,1.0,13.0,1.0,Private room in home,Private room,2,2,90,1,0,108.0,583,4.36,4.84,4.85,4.83,4.96,4.93,4.76,4.78,78702,1,1.0,4265.0,1,1,1,1,1,0,1
331549,0.0,,,,1.0,1.0,Private room,Private room,2,2,14,0,0,100.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78725,1,1.0,4075.0,0,1,1,1,1,0,1
333442,1.0,within an hour,1.0,1.0,13.0,1.0,Entire home,Entire home/apt,10,3,365,1,263,542.0,166,1.31,4.84,4.87,4.74,4.98,4.97,4.91,4.77,78703,1,3.0,4073.0,1,1,1,1,1,0,1
333815,1.0,within an hour,1.0,0.94,3.0,1.0,Private room in home,Private room,2,2,30,0,39,146.0,164,1.23,4.91,4.94,4.91,4.97,4.95,4.85,4.82,78704,1,1.5,4441.0,1,1,1,0,1,1,0
334616,0.0,,,,1.0,1.0,Entire condo,Entire home/apt,4,1,14,0,0,250.0,2,0.01,5.0,4.5,5.0,5.0,5.0,4.0,4.5,78741,1,1.0,4333.0,1,1,1,1,1,0,1
335885,0.0,within a few hours,1.0,1.0,5.0,1.0,Entire home,Entire home/apt,16,5,1125,0,89,1000.0,43,0.32,4.84,4.85,4.68,5.0,4.93,4.88,4.76,78749,0,3.0,4071.0,1,1,1,1,1,1,1
335945,0.0,,,1.0,4.0,1.0,Entire home,Entire home/apt,4,3,7,0,2,264.0,34,0.26,4.56,4.26,4.52,4.77,4.81,4.48,4.48,78741,1,2.0,4107.0,1,1,1,1,1,0,1
337125,0.0,,,,1.0,1.0,Private room in home,Private room,2,32,60,0,83,80.0,33,0.25,4.79,4.76,4.67,4.91,4.85,4.85,4.88,78759,1,,4551.0,1,1,1,1,1,0,1
340045,0.0,,,,1.0,1.0,Entire loft,Entire home/apt,3,1,90,0,0,400.0,1,0.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,78746,0,1.5,4068.0,1,1,1,1,1,0,1
340630,0.0,within a few hours,1.0,0.7,8.0,1.0,Entire home,Entire home/apt,2,30,365,0,17,50.0,23,0.17,4.73,4.81,4.38,4.9,4.81,4.76,4.76,78757,1,1.0,4359.0,1,1,1,1,1,1,1
341382,0.0,,,,3.0,1.0,Entire home,Entire home/apt,10,4,15,0,0,750.0,124,0.92,4.72,4.7,4.46,4.83,4.88,4.39,4.53,78702,1,2.0,4205.0,1,1,1,1,1,1,1
341596,1.0,within an hour,1.0,0.96,1.0,1.0,Private room in home,Private room,3,2,30,0,157,150.0,90,0.67,5.0,4.98,4.98,4.99,5.0,4.99,4.93,78704,1,1.0,4067.0,1,1,1,1,1,0,1
342039,1.0,within a few hours,0.8,0.89,5.0,1.0,Entire guesthouse,Entire home/apt,2,1,60,0,131,177.0,350,2.62,4.93,4.93,4.94,4.97,4.95,4.87,4.89,78702,1,1.0,4066.0,1,1,1,1,1,0,1
342243,0.0,,,0.0,2.0,1.0,Private room in home,Private room,1,31,150,0,349,44.0,3,0.05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78759,1,1.0,4066.0,1,1,1,1,1,1,0
343462,1.0,within a day,0.6,0.69,4.0,1.0,Entire guest suite,Entire home/apt,4,1,14,0,233,157.0,255,1.9,4.88,4.91,4.84,4.96,4.95,4.62,4.82,78721,1,1.0,4064.0,1,1,0,1,1,1,1
343889,0.0,within a few hours,1.0,1.0,1.0,1.0,Entire rental unit,Entire home/apt,2,30,1125,0,199,47.0,35,0.26,4.72,4.84,4.59,4.94,4.97,4.88,4.69,78702,1,1.0,4064.0,1,1,1,1,1,1,0
345221,0.0,,,,3.0,1.0,Entire rental unit,Entire home/apt,6,3,14,0,0,299.0,8,0.06,4.38,4.5,4.75,4.75,4.88,5.0,4.13,78701,1,1.0,4085.0,1,1,1,1,0,0,0
345473,0.0,within an hour,1.0,1.0,1.0,1.0,Entire home,Entire home/apt,6,2,60,0,199,401.0,174,1.43,4.97,4.96,4.94,4.98,4.98,4.96,4.82,78704,1,2.0,4063.0,1,1,1,1,1,1,1
345536,1.0,within an hour,1.0,0.99,2.0,1.0,Entire bungalow,Entire home/apt,5,2,120,1,303,192.0,290,2.19,4.93,4.96,4.93,4.96,4.94,4.99,4.85,78704,1,1.0,4063.0,1,1,1,1,1,1,1
347572,0.0,,,,2.0,1.0,Entire home,Entire home/apt,4,2,7,0,0,125.0,29,0.22,4.9,4.89,4.71,5.0,4.96,4.89,4.78,78702,1,1.0,4061.0,1,1,1,0,1,0,0
347654,1.0,within an hour,1.0,0.97,2.0,1.0,Entire home,Entire home/apt,7,1,30,0,89,607.0,65,0.49,4.91,4.84,4.84,4.92,4.94,4.85,4.76,78704,1,2.5,4061.0,1,1,1,1,1,1,1
